Run UDT client loop ...
50  52  48  50  51  50  47  48  47  47  max: 52  average 10: 49  average total: 49 0KB/s(in)
15:14.6 59  50  54  50  47  47  144 95  65  51  max: 144  average 10: 66  average total: 35188
15:14.7 59  50  48  54  48  53  50  49  50  49  max: 59  average 10: 51  average total: 35124
15:14.7 148 97  64  49  47  48  47  49  48  49  max: 148  average 10: 64  average total: 35060
15:14.8 47  145 94  63  47  49  48  51  47  143 max: 145  average 10: 73  average total: 34996
15:14.8 92  59  48  50  48  50  47  50  49  50  max: 92  average 10: 54  average total: 34932
15:14.9 47  150 100 64  49  50  47  151 102 145 max: 151  average 10: 90  average total: 34869
15:14.9 97  67  47  48  49  48  53  57  59  177 max: 177  average 10: 70  average total: 34806
15:14.10 127    73  53  50  48  50  49  48  51  57  max: 127  average 10: 60  average total: 34743
15:14.10 50 50  52  100 54  143 94  65  49  49  max: 143  average 10: 70  average total: 34680
15:14.11 47 48  50  49  48  52  47  50  48  49  max: 52  average 10: 48  average total: 34618
15:14.11 148    95  147 99  68  51  48  51  50  149 max: 149  average 10: 90  average total: 34556
15:14.12 95 63  49  48  46  48  49  48  48  49  max: 95  average 10: 54  average total: 34494
15:14.12 53 49  53  146 96  62  47  144 94  63  max: 146  average 10: 80  average total: 34432
15:14.13 50 47  47  49  48  48  48  47  49  47  max: 50  average 10: 48  average total: 34370
15:14.13 49 48  48  51  48  52  49  49  49  47  max: 52  average 10: 49  average total: 34309 9.7KB/s(in)
15:14.14 48 49  47  49  48  49  48  47  47  49  max: 49  average 10: 48  average total: 34248
15:14.15 49 49  47  145 94  63  49  46  143 95  max: 145  average 10: 78  average total: 34187
15:14.15 63 47  51  47  47  51  50  47  49  46  max: 63  average 10: 49  average total: 34126
15:14.16 49 47  48  48  48  146 96  62  47  48  max: 146  average 10: 63  average total: 34065
15:14.16 48 47  47  47  47  48  51  48  47  47  max: 51  average 10: 47  average total: 34005
15:14.17 47 46  48  49  61  54  146 95  53  49  max: 146  average 10: 64  average total: 33945
15:14.17 48 48  45  49  49  47  48  48  47  47  max: 49  average 10: 47  average total: 33885
15:14.18 48 49  54  49  48  48  46  49  49  48  max: 54  average 10: 48  average total: 33825
15:14.18 47 54  142 94  52  57  49  54  55  219 max: 219  average 10: 82  average total: 33766
15:14.19 169    118 69  51  67  50  48  48  55  48  max: 169  average 10: 72  average total: 33707
15:14.19 50 48  60  47  49  49  61  61  50  49  max: 61  average 10: 52  average total: 33648
15:14.20 52 49  48  48  47  47  51  55  61  59  max: 61  average 10: 51  average total: 33589
15:14.20 140    95  50  47  48  49  611 562 512 459 max: 611  average 10: 257  average total: 33531
15:14.21 404    352 301 248 198 148 98  89  57  52  max: 404  average 10: 194  average total: 33472
15:14.21 48 49  156 106 55  48  49  49  53  48  max: 156  average 10: 66  average total: 33414
15:14.22 51 48  51  50  50  46  51  47  50  47  max: 51  average 10: 49  average total: 33356
15:14.22 50 146 94  145 93  63  177 127 78  48  max: 177  average 10: 102  average total: 33299
15:14.23 48 49  47  50  48  50  48  148 98  66  max: 148  average 10: 65  average total: 33241
15:14.23 48 48  50  49  48  49  48  47  51  48  max: 51  average 10: 48  average total: 33183
15:14.24 48 48  48  52  49  49  48  47  48  48  max: 52  average 10: 48  average total: 33126 9.7KB/s(in)
15:14.24 51 49  48  48  48  49  50  54  48  48  max: 54  average 10: 49  average total: 33069
15:14.25 49 47  48  47  146 95  55  49  51  149 max: 149  average 10: 73  average total: 33012
15:14.25 95 64  49  47  147 97  66  49  52  47  max: 147  average 10: 71  average total: 32956
15:14.26 50 148 94  65  47  49  49  48  52  57  max: 148  average 10: 65  average total: 32899
15:14.26 48 46  49  48  51  48  48  48  48  48  max: 51  average 10: 48  average total: 32843
15:14.27 51 66  53  48  48  49  48  51  50  48  max: 66  average 10: 51  average total: 32787
15:14.27 48 47  49  50  49  48  49  50  48  47  max: 50  average 10: 48  average total: 32731
15:14.28 49 49  50  48  48  47  49  49  51  47  max: 51  average 10: 48  average total: 32676
15:14.28 48 52  51  46  52  47  53  146 94  55  max: 146  average 10: 64  average total: 32620
15:14.29 50 48  989 939 888 836 785 735 682 630 max: 989  average 10: 658  average total: 32566
15:14.30 578    526 476 423 370 319 268 215 203 149 max: 578  average 10: 352  average total: 32511
15:14.30 128    80  52  51  162 112 90  203 176 125 max: 203  average 10: 117  average total: 32456
15:14.31 75 75  173 123 74  48  49  53  144 94  max: 173  average 10: 90  average total: 32402
15:14.31 65 52  48  144 98  66  50  48  49  49  max: 144  average 10: 66  average total: 32347
15:14.31 48 50  50  48  151 101 70  49  51  50  max: 151  average 10: 66  average total: 32293
15:14.32 51 60  47  52  145 94  152 99  69  146 max: 152  average 10: 91  average total: 32239
15:14.33 96 62  48  48  51  146 94  67  47  47  max: 146  average 10: 70  average total: 32185
15:14.33 51 48  48  47  54  48  49  47  47  55  max: 55  average 10: 49  average total: 32131
15:14.34 49 50  49  144 93  67  52  50  50  46  max: 144  average 10: 65  average total: 32077
15:14.34 49 144 96  59  61  57  51  47  144 93  max: 144  average 10: 80  average total: 32024 9.6KB/s(in)
15:14.35 146    93  63  169 116 73  61  52  48  46  max: 169  average 10: 86  average total: 31971
15:14.35 49 54  47  47  47  47  55  144 94  178 max: 178  average 10: 76  average total: 31918
15:14.36 124    71  53  64  52  47  47  48  49  48  max: 124  average 10: 60  average total: 31865
15:14.36 47 49  49  50  48  48  50  47  49  50  max: 50  average 10: 48  average total: 31812
15:14.37 49 49  48  48  47  48  48  48  49  47  max: 49  average 10: 48  average total: 31759
15:14.37 49 48  54  48  148 93  68  48  52  50  max: 148  average 10: 65  average total: 31707
15:14.38 53 49  49  48  51  49  48  49  48  47  max: 53  average 10: 49  average total: 31655
15:14.38 49 76  65  48  48  47  49  47  48  46  max: 76  average 10: 52  average total: 31603
15:14.39 49 49  48  48  49  49  48  46  48  51  max: 51  average 10: 48  average total: 31551
15:14.39 49 48  47  47  47  54  47  47  47  47  max: 54  average 10: 48  average total: 31499
15:14.40 47 47  48  49  46  48  63  51  50  47  max: 63  average 10: 49  average total: 31447
15:14.40 48 48  49  49  47  47  761 711 659 609 max: 761  average 10: 302  average total: 31396
15:14.41 558    508 457 406 354 299 248 195 143 93  max: 558  average 10: 326  average total: 31346
15:14.41 86 50  48  49  48  48  145 97  60  49  max: 145  average 10: 68  average total: 31295
15:14.42 48 49  48  47  50  66  48  48  50  47  max: 66  average 10: 50  average total: 31244
15:14.42 148    95  63  47  48  49  51  48  53  51  max: 148  average 10: 65  average total: 31193
15:14.43 47 48  51  49  53  49  50  49  49  47  max: 53  average 10: 49  average total: 31143
15:14.43 48 49  49  48  47  49  50  48  50  48  max: 50  average 10: 48  average total: 31092
15:14.44 48 47  49  47  49  50  49  143 93  50  max: 143  average 10: 62  average total: 31042
15:14.44 50 48  48  50  49  50  48  47  50  48  max: 50  average 10: 48  average total: 30992 9.7KB/s(in)
15:14.45 48 47  49  50  48  47  51  47  47  47  max: 51  average 10: 48  average total: 30942
15:14.45 47 49  148 95  52  49  48  49  48  49  max: 148  average 10: 63  average total: 30892
15:14.46 49 55  51  47  48  54  49  144 92  52  max: 144  average 10: 64  average total: 30843
15:14.46 49 47  47  49  47  48  50  48  48  48  max: 50  average 10: 48  average total: 30793
15:14.47 48 45  48  48  49  48  50  48  48  49  max: 50  average 10: 48  average total: 30744
15:14.47 73 81  54  48  49  49  49  49  49  49  max: 81  average 10: 55  average total: 30695
15:14.48 51 48  46  47  49  48  50  49  47  53  max: 53  average 10: 48  average total: 30646
15:14.48 54 47  49  48  51  48  48  49  49  51  max: 54  average 10: 49  average total: 30597
15:14.49 47 47  51  49  195 153 102 464 413 363 max: 464  average 10: 188  average total: 30549
15:14.50 309    259 207 156 103 52  47  48  47  52  max: 309  average 10: 128  average total: 30500
15:14.50 47 48  48  49  50  47  47  46  48  48  max: 50  average 10: 47  average total: 30452
15:14.50 51 61  56  48  49  142 93  51  47  48  max: 142  average 10: 64  average total: 30404
15:14.51 50 49  47  47  48  47  47  50  48  51  max: 51  average 10: 48  average total: 30356
15:14.52 48 50  46  48  47  48  48  59  77  75  max: 77  average 10: 54  average total: 30308
15:14.52 73 48  48  48  49  49  46  143 94  53  max: 143  average 10: 65  average total: 30260
15:14.53 48 48  48  48  47  48  48  50  47  46  max: 50  average 10: 47  average total: 30213
15:14.53 47 47  48  48  46  47  50  50  61  47  max: 61  average 10: 49  average total: 30165
15:14.54 50 51  46  67  58  59  67  56  50  49  max: 67  average 10: 55  average total: 30118
15:14.54 51 148 98  64  58  49  48  52  49  47  max: 148  average 10: 66  average total: 30071
15:14.55 48 146 98  56  49  49  48  150 99  59  max: 150  average 10: 80  average total: 30024 9.7KB/s(in)
15:14.55 49 52  50  48  49  48  50  49  48  47  max: 52  average 10: 49  average total: 29977
15:14.56 47 52  49  47  50  49  48  48  49  149 max: 149  average 10: 58  average total: 29930
15:14.56 96 52  47  49  48  47  47  143 94  48  max: 143  average 10: 67  average total: 29884
15:14.57 49 50  48  49  51  47  49  50  47  52  max: 52  average 10: 49  average total: 29837
15:14.57 49 48  48  52  89  85  76  197 156 105 max: 197  average 10: 90  average total: 29791
15:14.58 59 47  46  48  49  49  48  49  54  51  max: 59  average 10: 50  average total: 29745
15:14.58 47 51  47  48  47  48  48  75  60  49  max: 75  average 10: 52  average total: 29699
15:14.59 49 48  48  48  47  52  47  155 99  146 max: 155  average 10: 73  average total: 29653
15:15.0 94  51  62  57  49  47  48  49  47  52  max: 94  average 10: 55  average total: 29608
15:15.0 52  48  47  47  48  48  51  48  50  48  max: 52  average 10: 48  average total: 29562
15:15.1 51  117 67  48  51  47  48  50  46  47  max: 117  average 10: 57  average total: 29517
15:15.1 49  47  48  49  48  47  47  50  70  63  max: 70  average 10: 51  average total: 29472
15:15.2 47  48  54  49  48  47  151 97  51  48  max: 151  average 10: 64  average total: 29426
15:15.2 49  49  49  48  46  47  48  48  48  48  max: 49  average 10: 48  average total: 29381
15:15.3 48  49  57  47  50  50  48  47  46  157 max: 157  average 10: 59  average total: 29337
15:15.3 105 57  48  52  52  47  63  52  54  48  max: 105  average 10: 57  average total: 29292
15:15.4 47  53  47  49  52  54  51  48  51  144 max: 144  average 10: 59  average total: 29247
15:15.4 94  146 92  51  48  57  49  47  48  49  max: 146  average 10: 68  average total: 29203
15:15.5 48  52  50  49  47  53  50  47  48  48  max: 53  average 10: 49  average total: 29159 9.2KB/s(in)
15:15.5 49  48  48  49  156 104 63  50  51  47  max: 156  average 10: 66  average total: 29114
15:15.6 46  49  49  47  48  57  71  118 151 96  max: 151  average 10: 73  average total: 29070
15:15.7 151 100 48  48  48  49  48  50  50  53  max: 151  average 10: 64  average total: 29027
15:15.7 60  68  68  54  46  69  75  53  53  71  max: 75  average 10: 61  average total: 28983
15:15.8 53  54  54  49  50  48  49  48  62  165 max: 165  average 10: 63  average total: 28939
15:15.8 109 58  47  50  77  51  49  47  48  50  max: 109  average 10: 58  average total: 28896
15:15.9 146 94  46  53  48  50  47  50  50  48  max: 146  average 10: 63  average total: 28852
15:15.9 48  49  47  47  48  47  48  56  150 95  max: 150  average 10: 63  average total: 28809
15:15.10 54 48  50  50  60  48  51  52  49  51  max: 60  average 10: 51  average total: 28766
15:15.10 49 46  49  50  49  54  54  53  47  47  max: 54  average 10: 49  average total: 28723
15:15.11 47 48  49  51  52  56  50  49  165 116 max: 165  average 10: 68  average total: 28680
15:15.11 72 87  105 103 91  49  51  51  52  50  max: 105  average 10: 71  average total: 28638
15:15.12 50 52  51  50  785 734 683 633 579 564 max: 785  average 10: 418  average total: 28595
15:15.13 532    479 420 364 310 261 206 155 161 111 max: 532  average 10: 299  average total: 28553
15:15.13 74 48  48  47  50  49  50  49  48  46  max: 74  average 10: 50  average total: 28511
15:15.13 47 48  47  156 102 60  49  48  49  46  max: 156  average 10: 65  average total: 28469
15:15.14 50 48  51  147 94  52  54  50  48  47  max: 147  average 10: 64  average total: 28427
15:15.15 47 47  47  47  49  50  50  50  48  59  max: 59  average 10: 49  average total: 28385
15:15.15 53 48  47  49  46  49  49  49  52  47  max: 53  average 10: 48  average total: 28343 9.2KB/s(in)
15:15.16 48 144 97  149 93  47  50  59  53  47  max: 149  average 10: 78  average total: 28301
15:15.16 50 47  49  48  49  49  46  46  47  47  max: 50  average 10: 47  average total: 28260
15:15.17 51 196 152 103 58  49  50  1108    1057    1000    max: 1108  average 10: 382  average total: 28219
15:15.18 946    891 833 785 731 680 629 577 518 465 max: 946  average 10: 705  average total: 28178
15:15.18 412    357 301 305 260 220 178 129 88  48  max: 412  average 10: 229  average total: 28137
15:15.18 49 150 98  63  48  48  48  49  47  54  max: 150  average 10: 65  average total: 28096
15:15.19 161    104 55  48  51  52  50  156 99  64  max: 161  average 10: 84  average total: 28055
15:15.19 54 52  52  50  50  53  150 97  70  48  max: 150  average 10: 67  average total: 28014
15:15.20 54 49  53  53  52  49  85  50  53  53  max: 85  average 10: 55  average total: 27974
15:15.21 49 73  70  55  53  62  51  52  51  55  max: 73  average 10: 57  average total: 27933
15:15.21 51 97  48  80  79  57  51  51  48  170 max: 170  average 10: 73  average total: 27892
15:15.22 118    60  48  48  55  48  51  61  48  48  max: 118  average 10: 58  average total: 27852
15:15.22 49 47  50  47  77  65  48  46  48  60  max: 77  average 10: 53  average total: 27812
15:15.23 62 51  48  49  65  48  51  49  47  47  max: 65  average 10: 51  average total: 27772
15:15.23 47 48  48  48  54  153 101 59  726 675 max: 726  average 10: 195  average total: 27732
15:15.24 624    575 521 467 416 363 316 265 214 163 max: 624  average 10: 392  average total: 27692
15:15.24 148    105 61  48  144 96  63  50  49  46  max: 148  average 10: 81  average total: 27652
15:15.25 47 48  47  49  47  49  51  48  49  48  max: 51  average 10: 48  average total: 27613
15:15.25 49 46  47  50  49  49  49  50  48  48  max: 50  average 10: 48  average total: 27573 9.3KB/s(in)
15:15.26 52 47  48  48  50  49  52  147 96  57  max: 147  average 10: 64  average total: 27534
15:15.26 49 47  50  48  47  53  49  53  49  48  max: 53  average 10: 49  average total: 27494
15:15.27 48 48  50  48  51  48  54  199 158 108 max: 199  average 10: 81  average total: 27455
15:15.27 66 48  47  49  49  51  48  49  47  51  max: 66  average 10: 50  average total: 27416
15:15.28 48 50  48  48  49  47  48  48  47  49  max: 50  average 10: 48  average total: 27377
15:15.28 48 48  49  48  49  46  48  47  49  48  max: 49  average 10: 48  average total: 27338
15:15.29 47 51  199 156 104 67  48  47  47  48  max: 199  average 10: 81  average total: 27299
15:15.29 49 48  48  48  48  49  49  48  47  49  max: 49  average 10: 48  average total: 27260
15:15.30 48 47  72  70  48  48  48  49  51  46  max: 72  average 10: 52  average total: 27222
15:15.30 49 49  50  47  48  47  51  48  48  49  max: 51  average 10: 48  average total: 27183
15:15.31 48 141 93  64  81  48  49  71  54  55  max: 141  average 10: 70  average total: 27145
15:15.32 49 55  155 104 53  50  48  146 96  54  max: 155  average 10: 81  average total: 27107
15:15.32 48 49  55  50  46  49  52  56  49  52  max: 56  average 10: 50  average total: 27069
15:15.33 55 49  157 105 55  50  48  51  47  53  max: 157  average 10: 67  average total: 27031
15:15.33 49 51  48  53  49  55  47  54  47  53  max: 55  average 10: 50  average total: 26993
15:15.34 47 53  49  47  51  49  52  48  47  47  max: 53  average 10: 49  average total: 26955
15:15.34 49 50  48  50  48  48  50  48  48  48  max: 50  average 10: 48  average total: 26917
15:15.35 48 48  51  51  148 95  55  143 92  53  max: 148  average 10: 78  average total: 26879
15:15.35 50 50  49  146 96  52  51  51  144 91  max: 146  average 10: 78  average total: 26842
15:15.36 56 50  47  50  48  49  49  53  47  51  max: 56  average 10: 50  average total: 26805 9.7KB/s(in)
15:15.36 149    100 55  47  48  64  56  54  199 168 max: 199  average 10: 94  average total: 26767
15:15.37 117    73  53  49  48  49  49  49  49  49  max: 117  average 10: 58  average total: 26730
15:15.37 48 48  50  48  48  49  51  50  48  50  max: 51  average 10: 49  average total: 26693
15:15.38 48 50  48  50  47  145 95  53  47  49  max: 145  average 10: 63  average total: 26656
15:15.38 48 54  144 95  54  51  47  52  48  146 max: 146  average 10: 73  average total: 26619
15:15.39 95 62  78  68  49  48  49  48  53  50  max: 95  average 10: 60  average total: 26582
15:15.39 47 48  51  48  50  47  49  48  49  49  max: 51  average 10: 48  average total: 26546
15:15.40 49 47  47  48  48  52  47  50  49  49  max: 52  average 10: 48  average total: 26509
15:15.40 51 49  50  49  49  66  70  79  88  51  max: 88  average 10: 60  average total: 26473
